UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
1655126664,-1.116,48.36,163,422,12774,20551,937.331,1.86,1.94,12.82,1.999,0.045,2356,0
1655129962,2.595,15.18,1117,400,13673,20376,936.689,0.66,0.68,4.53,0.706,0.016,5654,0
1654734802,26.099,55.93,23,400,13103,19988,939.723,0.55,0.57,3.8,0.593,0.013,1471,0
1654763974,18.47,50.88,69,400,13195,20106,939.632,0.98,1.02,6.73,1.05,0.024,2631,0
1654714095,28.86,41.27,127,410,12793,20602,937.376,1.5,1.56,10.34,1.612,0.036,1908,0
1654717446,59.77,11.5,60000,1892,12158,17705,936.727,862.89,1088.07,5457.6,1155.203,206.862,5259,0
1655129527,-20.6,13.19,60000,3662,11864,17283,936.715,5213.33,7158.15,31505.17,7678.268,1817.016,5219,0
1654716224,28.7,61.47,2296,400,13381,20046,936.942,0.91,0.95,6.28,0.979,0.022,4037,0
1654734013,26.372,57.33,7,400,12892,19852,939.773,0.18,0.18,1.22,0.19,0.004,682,0
1655125765,-7.584,47.46,76,400,12784,20651,937.442,1.59,1.65,10.91,1.701,0.038,1457,0
1654714311,27.54,47.15,110,400,12800,20610,937.303,2.01,2.09,13.82,2.156,0.049,2124,0
1654762336,15.94,50.25,10,400,13030,19945,939.733,0.16,0.16,1.07,0.167,0.004,993,0
1654762805,15.3,55.14,33,400,13089,19976,939.712,0.53,0.55,3.66,0.571,0.013,1462,0
1654763784,20.43,47.29,20,400,13222,20148,939.616,1.1,1.14,7.55,1.177,0.027,2441,0
1654715644,28.27,40.28,0,400,13102,20992,937.432,2.01,2.09,13.85,2.16,0.049,3457,0
1654716232,30.86,59.68,2534,400,13354,19985,936.928,0.95,0.99,6.55,1.022,0.023,4045,0
1654741567,-4.43,49.85,329,400,13095,19932,939.401,0.3,0.31,2.03,0.317,0.007,8236,1
1654716491,43.8,30.64,6616,400,13024,19540,936.883,0.71,0.74,4.89,0.763,0.017,4304,0
1654734649,26.68,49.35,0,400,13098,19986,939.708,0.47,0.49,3.22,0.502,0.011,1318,0
1654714911,27.57,47.93,148,400,12794,20578,937.358,2.15,2.23,14.77,2.302,0.052,2724,0
1655127501,18.219,48.75,202,430,12769,20520,937.369,1.66,1.72,11.4,1.778,0.04,3193,0
1654776632,24.65,52.96,1117,438,12866,19450,938.824,1.87,1.94,12.87,2.007,0.045,15289,1
1654713647,25.89,47.64,78,400,12782,20631,937.462,1.65,1.72,11.37,1.774,0.04,1460,0
1655127930,11.997,44.93,0,400,13266,21162,937.45,1.86,1.93,12.78,1.994,0.045,3622,0
1654713804,26.67,44.49,115,422,12775,20611,937.43,1.73,1.8,11.92,1.86,0.042,1617,0
1655125330,-4.815,45.69,75,400,12781,20669,937.539,2.24,2.33,15.45,2.409,0.054,1022,0
1654717574,56.18,11.65,11004,400,13185,19302,936.7,5.94,6.17,40.89,6.377,0.144,5387,0
1655127373,20.321,48.02,188,436,12765,20536,937.377,1.5,1.55,10.29,1.605,0.036,3065,0
1654776437,25.3,49.4,1132,448,12864,19442,938.833,1.8,1.87,12.36,1.928,0.044,15094,1
1655129265,-6.458,22.41,60000,5118,11637,16853,936.809,1127.25,1171.17,7758.41,1209.833,27.325,4957,0
1654733814,25.23,49.62,3,400,12780,19794,939.827,0.18,0.18,1.21,0.188,0.004,483,0
1654717208,52.64,23.44,60000,15801,11094,16196,936.885,7767.81,9366.13,50207.33,9886.453,1445.98,5021,0
1654715855,24.98,43.84,0,400,13372,21208,937.458,1.5,1.56,10.35,1.613,0.036,3668,0
1655124808,20.938,46.43,70,400,12826,20696,937.534,1.75,1.82,12.04,1.877,0.042,500,0
1654761933,14.48,50.36,9,400,12843,19820,939.838,0.17,0.18,1.2,0.186,0.004,590,0
1655129845,-12.185,12.86,2488,400,13530,20045,936.674,0.9,0.94,6.2,0.967,0.022,5537,0
1654717438,59.62,11.63,60000,4030,11810,17272,936.751,2457.9,2897.41,16053.05,3049.064,393.246,5251,0
1655127661,14.822,42.28,223,467,12747,20502,937.421,1.71,1.78,11.78,1.837,0.041,3353,0
1655124542,27.122,40.17,87,449,12816,20693,937.576,1.93,2.01,13.3,2.074,0.047,234,0
1654739597,-7.83,48.93,175,400,13169,20096,939.644,0.93,0.96,6.37,0.994,0.022,6266,1
1655127895,12.049,38.58,0,400,13271,21265,937.464,1.71,1.78,11.77,1.836,0.041,3587,0
1654785401,24.31,53.73,1281,400,13006,19408,938.744,2,2.07,13.74,2.143,0.048,24058,1
1654713108,26.1,47.19,75,400,12777,20669,937.561,2,2.07,13.74,2.143,0.048,921,0
1654716106,24.36,51.65,95,400,13281,21063,937.029,1.76,1.83,12.11,1.888,0.043,3919,0
1654764176,20.53,48.25,107,400,13179,20056,939.66,0.9,0.94,6.23,0.971,0.022,2833,0
1654745110,14.737,47.55,1050,600,12817,19472,939.088,2.01,2.09,13.81,2.154,0.049,11779,1
1655126030,-4.22,41.49,88,400,12786,20632,937.434,1.77,1.83,12.15,1.895,0.043,1722,0
1655125268,-2.316,45.1,120,416,12772,20626,937.503,2.24,2.33,15.42,2.405,0.054,960,0
1654733613,23.496,56.85,6,400,12639,19698,939.767,0.19,0.29,1.05,0.31,0.094,282,0
1654713129,29.11,40.89,62,400,12788,20682,937.54,1.76,1.83,12.1,1.886,0.043,942,0
1654734212,26.985,50.39,8,400,13002,19916,939.752,0.14,0.15,0.99,0.154,0.003,881,0
1655124538,27.117,39.17,53,425,12839,20731,937.575,1.89,1.96,12.97,2.023,0.046,230,0
1654772004,26.1,48.73,958,664,12795,19497,939.088,2.15,2.23,14.8,2.308,0.052,10661,1
1655127537,17.468,42.24,178,417,12774,20536,937.365,1.53,1.59,10.5,1.637,0.037,3229,0
1654712434,26.95,45.01,52,411,12837,20729,937.568,1.98,2.05,13.6,2.121,0.048,247,0
1654757439,-11.934,52.57,1212,400,13024,19424,938.772,2.56,2.66,17.63,2.749,0.062,24108,1
1654772291,26.13,49.1,988,648,12799,19486,939.049,2.32,2.41,15.96,2.489,0.056,10948,1
1655128199,14.035,40.02,155,400,13266,21006,937.064,1.88,1.95,12.92,2.015,0.046,3891,0
1654734931,25.442,51.05,0,400,13150,20055,939.608,0.5,0.52,3.44,0.537,0.012,1600,0
1654903970,36.64,15.13,18,1502,12768,20626,930.89,0.98,1.02,6.75,1.053,0.024,965,1
1655126451,-5.118,41.63,104,400,12797,20608,937.358,1.74,1.81,12.01,1.873,0.042,2143,0
1654716819,51.72,14,2973,400,13126,19872,936.838,1.14,1.18,7.81,1.218,0.028,4632,0
1655126366,-5.21,48.05,146,426,12778,20572,937.361,1.9,1.97,13.07,2.038,0.046,2058,0
1654749531,12.297,53.7,1166,413,12879,19438,938.786,1.76,1.83,12.09,1.886,0.043,16200,1
1655127539,17.425,42.14,185,414,12774,20533,937.37,1.45,1.51,10,1.56,0.035,3231,0
1655127750,13.26,44.73,0,400,13210,21142,937.439,2.04,2.12,14.03,2.188,0.049,3442,0
1654715023,25.79,48.9,179,434,12768,20539,937.436,1.26,1.31,8.65,1.349,0.03,2836,0
1655128930,15.497,13.09,10197,400,12907,19312,936.851,1.07,1.11,7.34,1.145,0.026,4622,0
1654717270,55.24,20.25,60000,17747,10993,15795,936.809,11336.95,20764.44,55450.61,22914.223,8997.211,5083,0
1654777927,27.05,47.43,1046,400,12892,19470,938.773,1.65,1.72,11.36,1.772,0.04,16584,1
1655128688,20.784,26.55,13080,559,12737,19138,936.889,0.93,0.96,6.38,0.995,0.022,4380,0
1654735726,18.696,50,37,400,13198,20122,939.608,0.88,0.92,6.07,0.947,0.021,2395,0
1654717813,48.44,14.83,1149,400,13661,20381,936.7,0.74,0.77,5.11,0.796,0.018,5626,0
1654716442,39.51,22.08,1705,400,13069,20185,936.781,1.74,1.81,11.99,1.869,0.042,4255,0
1654735309,22.742,49.33,83,400,13098,19971,939.614,0.78,0.81,5.39,0.841,0.019,1978,0
1654763087,16.65,51.87,51,400,13114,20006,939.599,0.76,0.79,5.22,0.814,0.018,1744,0
1654746377,20.816,46.98,1086,541,12836,19455,938.908,1.94,2.01,13.34,2.08,0.047,13046,1
1654736370,11.114,48,201,400,13133,19974,939.656,0.66,0.69,4.55,0.709,0.016,3039,0
1654778365,24.79,52.5,1149,401,12892,19443,938.781,1.64,1.7,11.29,1.76,0.04,17022,1
1654717545,57.52,11.57,18495,400,13029,19008,936.72,15.46,16.11,106.25,16.647,0.423,5358,0
1654712698,29.01,41.4,78,400,12829,20684,937.514,2.04,2.12,14.07,2.194,0.05,511,0
1654715195,25.99,48.33,181,431,12774,20549,937.341,1.9,1.97,13.07,2.038,0.046,3008,0
1655125704,-8.401,47.38,97,400,12779,20617,937.457,1.81,1.89,12.49,1.948,0.044,1396,0
1654714875,28.83,42.12,159,427,12772,20553,937.362,1.62,1.68,11.13,1.736,0.039,2688,0
1654773446,24.66,52.27,1076,583,12825,19462,939.046,2.12,2.2,14.58,2.273,0.051,12103,1
1654717809,49.31,13.99,1344,400,13647,20333,936.69,0.73,0.76,5.05,0.787,0.018,5622,0
1654733844,25.437,57.14,7,400,12791,19786,939.827,0.35,0.38,2.32,0.399,0.031,513,0
1654770459,20.92,51.22,371,400,13052,19899,939.275,0.36,0.37,2.46,0.383,0.009,9116,1
1655127005,14.326,45.53,174,446,12761,20544,937.358,1.67,1.73,11.48,1.79,0.04,2697,0
1654767733,20.09,49.33,212,400,13144,20050,939.656,0.83,0.87,5.73,0.894,0.02,6390,1
1654761420,13.6,49.74,2,405,12536,19631,939.781,0.04,0.15,0.01,0.173,0.106,77,0
1654745782,19.756,46.85,1149,595,12817,19440,938.985,2.18,2.27,15.02,2.342,0.053,12451,1
1655129612,-21.994,11.08,60000,1013,12497,18066,936.731,35.37,39.46,236.59,41.206,3.494,5304,0
1654766944,22.08,49.15,45,400,13246,20217,939.739,2.41,2.5,16.57,2.583,0.058,5601,1
1654763554,18.37,47.59,19,400,13185,20103,939.59,0.8,0.84,5.54,0.864,0.02,2211,0
1654713858,28.97,40.94,63,400,12792,20666,937.401,1.83,1.9,12.58,1.962,0.044,1671,0
1654756909,-20.048,54.25,1337,400,12969,19381,938.738,1.82,1.9,12.55,1.958,0.044,23578,1
1654782068,26.99,46.73,1059,400,13000,19456,938.715,2.6,2.7,17.86,2.786,0.063,20725,1
1655126767,3.072,46.37,176,453,12764,20542,937.3,1.82,1.89,12.55,1.957,0.044,2459,0
1654714775,25.98,48.07,165,429,12764,20546,937.329,1.57,1.63,10.81,1.686,0.038,2588,0
1654762902,18.3,48.59,20,400,13110,20001,939.663,0.57,0.6,3.95,0.615,0.014,1559,0
1654738858,-9.274,51.3,6,400,13274,20257,939.738,2.56,2.66,17.62,2.748,0.062,5527,1
1654750527,14.949,50.77,1205,422,12884,19430,938.77,1.43,1.48,9.81,1.531,0.035,17196,1
1655124455,26.175,41.64,23,407,12864,20759,937.578,2.15,2.24,14.82,2.311,0.052,147,0
1654775088,26.41,50.15,1126,506,12852,19446,938.882,1.78,1.85,12.26,1.912,0.043,13745,1
1654764264,18.88,49.34,161,400,13146,20010,939.627,1.05,1.09,7.21,1.124,0.025,2921,0
1654771090,23.67,54.36,705,865,12699,19553,939.125,2.49,2.59,17.14,2.673,0.06,9747,1
1654715939,27.18,39.44,0,400,13453,21293,937.38,2.11,2.19,14.5,2.26,0.051,3752,0
1654767089,19.68,54.69,41,400,13247,20217,939.713,2.12,2.2,14.6,2.277,0.051,5746,1
1654713145,26.9,44.46,112,413,12775,20642,937.523,2.19,2.27,15.06,2.348,0.053,958,0
1654715957,27.49,38.26,0,400,13450,21306,937.399,1.85,1.93,12.77,1.991,0.045,3770,0
1654734341,27.12,54.53,14,400,13023,19933,939.757,0.3,0.31,2.04,0.318,0.007,1010,0
1655124607,26.73,43.75,43,419,12828,20728,937.601,2.23,2.31,15.33,2.391,0.054,299,0
1654762656,17.23,49.77,0,400,13105,19988,939.719,0.46,0.48,3.19,0.497,0.011,1313,0
1654715211,27.59,48.13,161,409,12781,20563,937.35,1.75,1.82,12.03,1.875,0.042,3024,0
1654750497,14.839,50.09,1141,400,12900,19452,938.787,1.25,1.3,8.59,1.34,0.03,17166,1
1655129427,-16.566,18.53,60000,15030,11128,15971,936.771,3993.91,7579.86,18869.67,8389.078,3426.604,5119,0
1655125074,7.437,40.5,72,431,12779,20681,937.52,2.06,2.14,14.18,2.211,0.05,766,0
1655124708,24.563,40.21,74,402,12830,20695,937.534,2.01,2.09,13.84,2.158,0.049,400,0
1654763848,19.37,46.77,53,400,13189,20123,939.61,0.97,1,6.64,1.036,0.023,2505,0
1654735974,15.91,52.85,69,400,13195,20099,939.657,1.2,1.25,8.28,1.292,0.029,2643,0
1654756744,-21.241,48.79,1366,404,12975,19383,938.704,1.76,1.82,12.08,1.884,0.043,23413,1
1654784568,26.32,51.09,1310,400,12984,19403,938.717,1.74,1.8,11.94,1.862,0.042,23225,1
1654714193,27.92,45.17,132,400,12795,20590,937.366,1.89,1.97,13.03,2.032,0.046,2006,0
1654763026,16.61,51,25,400,13124,20018,939.61,1.21,1.26,8.34,1.301,0.029,1683,0
1654715769,28.21,38.4,0,400,13298,21279,937.455,1.85,1.93,12.75,1.989,0.045,3582,0
1654717732,53.03,12.77,1883,400,13641,20193,936.666,0.81,0.84,5.58,0.87,0.02,5545,0
1654768484,20.3,54.56,216,400,13142,20036,939.539,0.54,0.56,3.73,0.581,0.013,7141,1
1654717137,49.61,20.12,60000,5295,11610,16832,936.838,1951.81,2027.86,13433.54,2094.802,47.313,4950,0
1654764782,22.21,54.56,293,400,13136,19922,939.692,1.94,2.01,13.34,2.08,0.047,3439,1
1654743107,-4.007,56.7,696,842,12708,19568,939.128,2.45,2.54,16.86,2.629,0.059,9776,1
1655129640,-21.955,12.02,36419,400,12909,18731,936.693,4.01,4.47,26.84,4.668,0.392,5332,0
1655127660,14.842,42.22,191,430,12775,20526,937.409,1.7,1.76,11.69,1.823,0.041,3352,0
1655129550,-21.184,11.91,60000,9765,11378,16807,936.725,2164.28,2573.21,14080.35,2711.047,367.543,5242,0
1654750062,13.425,53.36,1099,400,12891,19449,938.768,1.66,1.72,11.4,1.778,0.04,16731,1
1655128517,19.473,38.49,9659,400,12865,19353,936.89,0.58,0.6,4.01,0.625,0.014,4209,0
1654761919,14,53.56,4,400,12853,19840,939.843,0.31,0.34,2.1,0.349,0.021,576,0
1655129000,11.825,16.79,237,400,13500,20921,936.839,1.75,1.82,12.07,1.882,0.043,4692,0
1655125283,-2.959,46.94,74,400,12783,20664,937.539,2.2,2.28,15.11,2.356,0.053,975,0
1654770447,20.63,52.62,355,400,13059,19904,939.293,0.44,0.45,3,0.468,0.011,9104,1
1654762277,15.69,50.46,8,400,13009,19932,939.751,0.15,0.16,1.04,0.163,0.004,934,0
1655126692,-0.09,42.2,219,456,12765,20499,937.335,1.74,1.81,11.97,1.866,0.042,2384,0
1654785338,24.37,54.14,1394,408,12979,19379,938.759,1.66,1.73,11.44,1.784,0.04,23995,1
1654776328,24.69,52.71,1090,440,12869,19457,938.811,1.78,1.85,12.26,1.912,0.043,14985,1
1654743950,2.227,53.87,946,681,12794,19500,939.077,2.44,2.53,16.79,2.617,0.059,10619,1
1654714462,26.84,43.34,143,424,12776,20575,937.319,1.83,1.9,12.62,1.968,0.044,2275,0
1655129710,-20.617,12.26,9767,400,13260,19386,936.691,1.2,1.25,8.25,1.287,0.029,5402,0
1654754858,-5.72,53.31,1346,418,12952,19387,938.729,1.68,1.75,11.58,1.806,0.041,21527,1
1654736390,10.865,51.89,162,400,13167,20005,939.679,0.86,0.9,5.93,0.925,0.021,3059,0
1654716212,28.39,60.17,2258,400,13401,20055,936.985,0.64,0.67,4.44,0.692,0.016,4025,0
1654713235,28.45,43.14,70,400,12794,20684,937.5,1.98,2.06,13.64,2.126,0.048,1048,0
1654761368,13.57,49.65,0,401,12499,19516,939.774,0.21,0.89,0,1.026,0.653,25,0
1655128915,16.163,15.31,32464,722,12641,18745,936.908,0.79,0.82,5.44,0.848,0.019,4607,0
1654762265,15.24,53.1,0,400,13021,19937,939.757,0.27,0.28,1.83,0.286,0.006,922,0
1655127940,11.998,39.55,0,400,13333,21200,937.451,1.94,2.02,13.38,2.086,0.047,3632,0
1654715362,26.87,44.23,207,455,12761,20511,937.397,1.9,1.98,13.09,2.042,0.046,3175,0
1654768353,18.58,56.12,236,400,13133,20026,939.562,0.6,0.62,4.12,0.642,0.014,7010,1
1654757891,0.95,48.17,1354,401,12989,19388,938.781,2,2.08,13.77,2.148,0.049,24560,1
1655129228,-3.817,30.06,60000,5314,11603,16963,936.883,1914.75,1989.36,13178.46,2055.024,46.415,4920,0
1654712219,29.58,39.64,37,455,12867,20769,937.607,1.93,2,13.27,2.07,0.047,32,0
1654780272,27.12,47.38,1207,400,12923,19421,938.69,1.84,1.91,12.65,1.972,0.045,18929,1
1654713441,27.27,41.66,92,415,12771,20641,937.478,2.29,2.38,15.78,2.46,0.056,1254,0
1654714903,25.78,48.75,169,429,12772,20552,937.348,1.77,1.84,12.22,1.905,0.043,2716,0
1654712259,26.99,44.47,30,423,12864,20767,937.582,2.31,2.4,15.93,2.484,0.056,72,0
1654765309,21.77,51.36,118,400,13237,20096,939.66,2.2,2.28,15.12,2.358,0.053,3966,1
1654744968,13.313,53.52,1071,611,12803,19450,939.05,1.85,1.92,12.74,1.986,0.045,11637,1
1655125516,-9.064,46.63,100,400,12788,20650,937.511,2.18,2.26,15,2.339,0.053,1208,0
1655129350,-12.162,24.98,60000,18021,10983,15963,936.81,8559.78,15362.15,42660.3,16923.43,6486.75,5042,0
1654752229,20.753,53.83,1184,413,12909,19427,938.704,1.6,1.66,11.03,1.72,0.039,18898,1
1654764051,18.05,52.8,92,400,13196,20087,939.661,1.07,1.11,7.35,1.146,0.026,2708,0
1654763289,18.2,53.95,48,400,13144,20014,939.608,0.53,0.55,3.67,0.572,0.013,1946,0
1654713583,25.98,47.38,97,400,12779,20617,937.457,1.81,1.89,12.49,1.948,0.044,1396,0
1655125662,-8.844,41.83,75,400,12790,20656,937.485,2.07,2.15,14.23,2.219,0.05,1354,0
1655127480,18.635,42.14,175,415,12772,20528,937.389,1.88,1.95,12.91,2.013,0.045,3172,0
1654715087,25.72,49.06,179,422,12774,20545,937.417,1.9,1.98,13.09,2.041,0.046,2900,0
1654713763,25.93,47.54,95,401,12776,20621,937.443,1.9,1.97,13.07,2.038,0.046,1576,0
1654783310,26.44,49.98,1321,400,12969,19393,938.746,2,2.08,13.77,2.147,0.049,21967,1
1654713114,28.4,43.54,54,400,12797,20691,937.536,1.93,2,13.25,2.066,0.047,927,0
1654735642,19.583,48.86,30,400,13203,20133,939.616,1.11,1.15,7.62,1.189,0.027,2311,0
1654776629,24.71,52.67,1130,440,12871,19448,938.835,1.79,1.86,12.35,1.926,0.043,15286,1
1654715654,28.56,39.76,0,400,13056,20918,937.442,1.85,1.92,12.74,1.987,0.045,3467,0
1654777727,26.32,51.23,1105,400,12898,19452,938.758,1.85,1.92,12.75,1.988,0.045,16384,1
1654712762,29.14,40.85,58,400,12836,20708,937.485,1.74,1.8,11.95,1.863,0.042,575,0
1654767987,18.99,54.99,212,400,13140,20052,939.6,0.66,0.69,4.56,0.711,0.016,6644,1
1654765719,19.88,53.96,108,400,13221,20113,939.634,2.27,2.36,15.61,2.435,0.055,4376,1
1654763216,16.55,53.59,72,400,13112,19978,939.586,1.04,1.08,7.13,1.111,0.025,1873,0
1654735540,20.615,47.2,3,400,13203,20118,939.586,0.76,0.79,5.26,0.821,0.019,2209,0
1654715223,28.55,43.1,174,425,12767,20534,937.31,1.86,1.94,12.83,2,0.045,3036,0
1654736404,10.691,47.26,145,400,13170,20031,939.666,0.94,0.98,6.48,1.01,0.023,3073,0
1655129913,-4.528,13.73,1346,400,13684,20333,936.68,0.72,0.75,4.97,0.775,0.018,5605,0
1654762910,16.12,51.82,42,400,13098,19985,939.639,0.73,0.76,5,0.78,0.018,1567,0
1654714940,27.53,42.05,167,441,12767,20555,937.356,1.74,1.81,11.96,1.866,0.042,2753,0
1654763781,20.36,47.45,18,400,13210,20137,939.624,1.1,1.14,7.55,1.177,0.027,2438,0
1655124788,21.76,44.49,63,400,12829,20704,937.518,2.24,2.33,15.42,2.404,0.054,480,0
1654763283,16.61,53.97,74,400,13119,19978,939.61,0.65,0.68,4.49,0.7,0.016,1940,0
1654716664,52.06,22.18,23285,639,12690,18888,936.886,0.57,0.6,3.95,0.617,0.014,4477,0
1654733595,23.311,54.17,31,400,12627,19676,939.804,0.11,0.19,0.58,0.21,0.076,264,0
1654714880,27.5,42.08,188,454,12757,20529,937.358,1.56,1.62,10.73,1.673,0.038,2693,0
1654714340,27.52,41.35,152,445,12767,20558,937.353,1.71,1.77,11.74,1.831,0.041,2153,0
1655128322,16.019,62.11,2304,400,13349,20043,937.012,0.63,0.65,4.32,0.673,0.015,4014,0
1655126619,-2.538,43.08,140,400,12794,20580,937.311,1.84,1.91,12.63,1.97,0.044,2311,0
1655125059,8.252,41.81,67,433,12785,20691,937.541,1.94,2.02,13.37,2.085,0.047,751,0
1654734088,26.663,51.71,14,400,12944,19882,939.776,0.24,0.25,1.63,0.255,0.006,757,0
1655124781,22.037,39.83,91,426,12817,20673,937.516,2.16,2.24,14.84,2.314,0.052,473,0
1655128793,19.805,21.41,25726,672,12670,18849,936.886,0.74,0.77,5.12,0.798,0.018,4485,0
1654735235,23.352,47.79,63,400,13128,19991,939.634,0.57,0.59,3.94,0.614,0.014,1904,0
1654756355,-21.919,53.2,1366,413,12964,19381,938.703,1.93,2.01,13.29,2.073,0.047,23024,1
1654763970,18.69,49.07,79,400,13200,20100,939.635,0.94,0.97,6.45,1.006,0.023,2627,0
1654715787,25.74,42.58,0,400,13322,21310,937.412,1.85,1.92,12.73,1.986,0.045,3600,0
1655124395,24.405,41.35,31,413,12864,20766,937.625,2.19,2.27,15.07,2.35,0.053,87,0
1654763816,17.71,54.17,0,400,13224,20169,939.615,0.89,0.93,6.15,0.959,0.022,2473,0
1654735472,21.274,47.67,0,400,13176,20086,939.671,0.97,1.01,6.66,1.039,0.023,2141,0
1654713727,28.8,41.42,81,400,12788,20639,937.407,1.99,2.06,13.67,2.132,0.048,1540,0
1654763495,18.07,48.36,0,400,13174,20082,939.667,0.81,0.84,5.57,0.868,0.02,2152,0
1654784288,26.96,47.85,1350,403,12976,19398,938.723,1.62,1.68,11.15,1.738,0.039,22945,1
1654733529,22.589,49.43,8,405,12595,19676,939.812,0.62,1.39,2.34,1.563,0.748,198,0
1654736277,12.265,50.94,142,400,13169,20034,939.626,0.78,0.82,5.4,0.842,0.019,2946,0
1655127770,12.99,39.87,0,400,13095,20961,937.447,1.83,1.9,12.59,1.963,0.044,3462,0
1654714906,25.74,48.95,164,432,12771,20543,937.347,1.88,1.95,12.91,2.014,0.045,2719,0
1654764505,19.13,49,196,400,13139,19976,939.646,0.83,0.86,5.68,0.886,0.02,3162,0
1654779956,26.8,48.36,1212,403,12909,19421,938.724,1.54,1.6,10.58,1.649,0.037,18613,1
1654763728,20.34,47.09,28,400,13209,20138,939.617,1,1.03,6.85,1.069,0.024,2385,0
1654772205,23.96,53.72,1019,664,12785,19477,939.047,2.92,3.03,20.08,3.131,0.071,10862,1
1654762552,16.91,49.3,17,400,13065,19948,939.763,0.39,0.4,2.65,0.414,0.009,1209,0
1654716879,46.01,16.79,237,400,13500,20921,936.839,1.75,1.82,12.07,1.882,0.043,4692,0
1654736108,14.323,47.93,116,400,13185,20064,939.63,1.19,1.24,8.18,1.276,0.029,2777,0
1655126220,-4.536,41.13,128,405,12784,20589,937.353,1.67,1.74,11.5,1.793,0.04,1912,0
1654715089,25.74,49.18,170,417,12772,20545,937.409,1.79,1.86,12.32,1.921,0.043,2902,0
1654714952,26.09,47.82,159,435,12771,20564,937.354,1.49,1.55,10.24,1.596,0.036,2765,0
1655127624,15.588,49.04,213,434,12763,20511,937.418,1.25,1.3,8.64,1.347,0.03,3316,0
1654744292,5.874,48.03,1028,659,12792,19471,939.093,2.16,2.24,14.86,2.318,0.052,10961,1
1655126920,10.415,43.52,156,416,12782,20565,937.335,1.76,1.83,12.13,1.892,0.043,2612,0
1654735581,20.207,49.26,0,400,13224,20169,939.631,0.99,1.03,6.83,1.065,0.024,2250,0
1654747492,16.93,53.46,1088,468,12869,19475,938.9,1.72,1.79,11.86,1.85,0.042,14161,1
1654762351,13.77,53.83,13,400,13019,19927,939.751,0.3,0.32,2.09,0.326,0.007,1008,0
1654716915,46.09,17.35,62,400,13551,21086,936.826,0.86,0.89,5.92,0.923,0.021,4728,0
1654756998,-19.157,47.81,1339,401,12973,19383,938.715,1.67,1.73,11.48,1.791,0.04,23667,1
1654783325,26.94,47.89,1339,400,12960,19395,938.724,2.02,2.09,13.87,2.164,0.049,21982,1
1654733963,26.137,53.23,1,400,12887,19855,939.844,0.23,0.24,1.58,0.246,0.006,632,0
1654716948,41.49,19.85,0,400,13620,21279,936.832,0.94,0.97,6.44,1.004,0.023,4761,0
1654713864,26.67,44.51,85,415,12784,20635,937.394,1.89,1.96,12.99,2.025,0.046,1677,0
1654734449,27.083,54.15,19,400,13039,19926,939.756,0.31,0.32,2.1,0.328,0.007,1118,0
1654713594,28.18,43.98,76,400,12795,20644,937.471,1.68,1.74,11.53,1.799,0.041,1407,0
1655124920,15.672,46.29,79,400,12827,20684,937.511,2.3,2.39,15.8,2.464,0.056,612,0
1654717610,56.72,11.72,6670,400,13360,19584,936.698,0.63,0.66,4.34,0.677,0.015,5423,0
1654763118,18.5,50.56,27,400,13137,20031,939.616,0.8,0.83,5.53,0.862,0.019,1775,0
1654775197,24.55,53.11,1151,513,12847,19449,938.904,2.19,2.27,15.07,2.349,0.053,13854,1
1654715647,28.38,39.97,0,400,13104,20977,937.449,1.85,1.92,12.75,1.988,0.045,3460,0
1655124673,25.506,45.11,49,400,12835,20722,937.554,2.47,2.57,17,2.65,0.06,365,0
1654747383,17.469,48.19,1086,472,12858,19457,938.897,1.82,1.89,12.52,1.953,0.044,14052,1
1654762477,13.79,56.79,19,400,13048,19944,939.752,0.38,0.39,2.6,0.405,0.009,1134,0
1654713614,29.03,40.93,53,400,12795,20672,937.472,1.89,1.97,13.03,2.031,0.046,1427,0
1654715961,25.62,39.26,0,400,13420,21267,937.411,1.99,2.07,13.69,2.134,0.048,3774,0
1654903940,34.34,16.69,185,2406,12605,20429,930.921,1.61,1.67,11.05,1.724,0.039,935,1
1654770856,22.83,57.32,674,681,12796,19580,939.178,2.4,2.5,16.55,2.581,0.058,9513,1
1654777603,24.4,53.76,1151,400,12888,19448,938.757,1.63,1.69,11.22,1.749,0.04,16260,1
1655128904,16.62,18.47,52737,956,12522,18427,936.901,0.9,0.94,6.2,0.966,0.022,4596,0
1654716328,34.71,50.33,6347,400,13091,19551,936.887,0.4,0.41,2.74,0.428,0.01,4141,0
1654762787,16.3,48.97,36,400,13083,19975,939.696,0.64,0.67,4.42,0.689,0.016,1444,0
1654717049,43.74,32.63,60000,1420,12279,18153,936.862,35.49,36.88,244.28,38.092,0.86,4862,0
1655128052,12.44,44.09,0,400,13467,21323,937.37,2.19,2.28,15.07,2.35,0.053,3744,0
1654761869,14.05,51.83,15,400,12807,19798,939.852,0.21,0.22,1.46,0.228,0.005,526,0
1654713302,28.79,41.54,96,400,12789,20640,937.49,1.92,2,13.25,2.065,0.047,1115,0
1654755421,-14.215,49.1,1352,400,12968,19387,938.709,1.75,1.82,12.07,1.881,0.042,22090,1
1655128273,15.172,71.94,1061,400,13330,20352,937.097,0.78,0.81,5.4,0.841,0.019,3965,0
